year,country,suicides_no,gdp_for_year
2004,Belize,20,"1,057,845,500"
2004,Brazil,7995,"669,316,654,017"
2004,Bulgaria,1013,"25,957,970,922"
2004,Canada,3613,"1,023,196,003,075"
2004,Chile,1735,"99,210,392,858"
2004,Colombia,2244,"117,074,863,822"
2004,Costa Rica,325,"18,529,767,934"
2004,Croatia,871,"41,574,530,816"
2004,Cuba,1515,"38,203,000,000"
2004,Cyprus,7,"17,422,375,000"
2004,Czech Republic,1583,"119,162,172,468"
2004,Denmark,661,"251,373,036,671"
2004,Ecuador,791,"36,591,661,000"
2004,El Salvador,464,"13,724,810,900"
2004,Estonia,323,"12,059,201,242"
2004,Fiji,24,"2,727,507,213"
2004,Finland,1064,"196,768,065,557"
2004,France,10804,"2,115,742,488,205"
2004,Georgia,175,"5,125,363,001"
2004,Germany,10741,"2,819,245,095,605"
2004,Greece,353,"240,521,260,988"
2004,Grenada,1,"599,118,593"
2004,Guatemala,250,"23,965,275,996"
2004,Guyana,186,"785,918,770"
2004,Hungary,2742,"104,066,609,518"
2004,Iceland,35,"13,722,824,251"
2004,Ireland,464,"193,870,350,137"
2004,Israel,411,"135,445,033,199"
2004,Italy,3986,"1,798,314,750,435"
2004,Jamaica,1,"10,150,978,155"
2004,Japan,30034,"4,815,148,854,362"
2004,Kazakhstan,4394,"43,151,647,003"
2004,Kuwait,45,"59,440,108,585"
2004,Kyrgyzstan,438,"2,211,535,312"
2004,Latvia,563,"14,373,269,156"
2004,Lithuania,1380,"22,649,930,576"
2004,Luxembourg,62,"34,685,281,848"
2004,Maldives,1,"1,226,829,563"
2004,Malta,24,"6,062,780,269"
2004,Mauritius,97,"6,385,695,187"
2004,Mexico,4056,"782,240,601,985"
2004,Montenegro,0,"2,073,234,418"
2004,Netherlands,1514,"650,532,654,582"
2004,New Zealand,495,"103,904,537,815"
2004,Norway,529,"264,357,494,659"
2004,Panama,186,"15,013,381,700"
2004,Paraguay,234,"8,033,877,360"
2004,Poland,6072,"255,102,252,843"
2004,Puerto Rico,279,"80,322,313,000"
2004,Qatar,21,"31,734,065,934"
2004,Republic of Korea,11492,"764,880,644,711"
2004,Romania,2720,"76,216,441,462"
2004,Russian Federation,49096,"591,016,690,743"
2004,Saint Lucia,8,"893,107,211"
2004,Saint Vincent and Grenadines,4,"521,975,111"
2004,Serbia,1345,"24,861,483,281"
2004,Seychelles,6,"839,319,927"
2004,Singapore,335,"114,188,557,567"
2004,Slovakia,676,"57,240,535,138"
2004,Slovenia,512,"34,470,227,454"
2004,South Africa,383,"228,937,347,866"
2004,Spain,3508,"1,069,555,500,372"
2004,Suriname,67,"1,484,092,538"
2004,Sweden,1155,"381,705,425,302"
2004,Switzerland,1284,"394,163,688,621"
2004,Thailand,4296,"172,895,476,153"
2004,Trinidad and Tobago,168,"13,280,275,123"
2004,Turkmenistan,392,"6,838,351,088"
2004,Ukraine,11256,"64,883,060,726"
2004,United Kingdom,4183,"2,398,555,474,185"
2004,United States,32428,"12,274,928,000,000"
2004,Uruguay,520,"13,686,329,890"
2004,Uzbekistan,1251,"12,030,023,548"
2005,Albania,0,"8,158,548,717"
2005,Antigua and Barbuda,0,"1,022,191,296"
2005,Argentina,3058,"198,737,095,012"
2005,Aruba,10,"2,331,005,587"
2005,Austria,1399,"315,974,418,605"
2005,Bahamas,4,"9,836,200,000"
2005,Bahrain,42,"15,968,726,862"
2005,Barbados,1,"3,897,300,000"
2005,Belgium,2029,"387,365,750,529"
2005,Belize,12,"1,114,222,550"
2005,Brazil,8529,"891,630,175,813"
2005,Bulgaria,982,"29,636,617,750"
2005,Canada,3743,"1,169,357,979,865"
2005,Chile,1682,"122,964,812,046"
2005,Colombia,2102,"146,566,264,837"
2005,Costa Rica,272,"19,952,156,475"
2005,Croatia,874,"45,416,358,502"
2005,Cuba,1397,"42,643,836,075"
2005,Cyprus,17,"18,703,146,375"
2005,Czech Republic,1565,"136,280,689,891"
2005,Denmark,631,"264,467,308,109"
2005,Ecuador,943,"41,507,085,000"
2005,El Salvador,455,"14,698,001,400"
2005,Estonia,273,"14,006,088,297"
2005,Fiji,22,"3,006,725,015"
2005,Finland,994,"204,436,015,421"
2005,France,10713,"2,196,126,103,718"
2005,Georgia,87,"6,410,852,596"
2005,Germany,10270,"2,861,410,272,354"
2005,Greece,400,"247,783,001,865"
2005,Grenada,6,"695,370,296"
2005,Guatemala,238,"27,211,377,225"
2005,Guyana,169,"824,880,550"
2005,Hungary,2619,"113,035,361,317"
2005,Iceland,33,"16,691,490,114"
2005,Ireland,451,"211,650,764,830"
2005,Israel,425,"142,462,925,574"
2005,Italy,3742,"1,852,661,982,341"
2005,Jamaica,51,"11,204,416,000"
2005,Japan,30369,"4,755,410,630,912"
2005,Kazakhstan,3903,"57,123,671,734"
2005,Kuwait,52,"80,797,945,205"
2005,Kyrgyzstan,470,"2,460,248,026"
2005,Latvia,564,"16,922,504,045"
2005,Lithuania,1319,"26,125,575,942"
2005,Luxembourg,49,"37,347,394,603"
2005,Maldives,1,"1,163,362,438"
2005,Malta,19,"6,394,851,387"
2005,Mauritius,102,"6,283,803,256"
2005,Mexico,4274,"877,476,221,382"
2005,Montenegro,118,"2,257,174,481"
2005,Netherlands,1574,"678,533,764,457"
2005,New Zealand,514,"114,718,721,397"
2005,Norway,533,"308,722,079,938"
2005,Panama,172,"16,374,393,900"
2005,Paraguay,239,"8,734,653,809"
2005,Poland,6045,"306,125,173,853"
2005,Puerto Rico,289,"83,914,521,300"
2005,Qatar,17,"44,530,494,505"
2005,Republic of Korea,12011,"898,137,194,716"
2005,Romania,2603,"99,697,566,668"
2005,Russian Federation,45802,"764,017,107,992"
2005,Saint Lucia,4,"951,207,366"
2005,Saint Vincent and Grenadines,8,"550,728,667"
2005,San Marino,1,"1,958,711,603"
2005,Serbia,1437,"26,252,007,830"
2005,Seychelles,5,"919,103,255"
2005,Singapore,359,"127,417,688,056"
2005,Slovakia,679,"62,697,540,107"
2005,Slovenia,503,"36,346,974,008"
2005,South Africa,458,"257,671,413,751"
2005,Spain,3399,"1,157,276,458,152"
2005,Suriname,72,"1,793,754,805"
2005,Sweden,1219,"389,042,298,377"
2005,Switzerland,1299,"408,689,353,999"
2005,Thailand,3937,"189,318,499,954"
2005,Trinidad and Tobago,136,"15,982,282,462"
2005,Turkmenistan,468,"8,104,355,717"
2005,Ukraine,10621,"86,142,018,069"
2005,United Arab Emirates,96,"180,617,018,380"
2005,United Kingdom,4047,"2,520,701,818,182"
2005,United States,32629,"13,093,726,000,000"
2005,Uruguay,498,"17,362,857,684"
2005,Uzbekistan,1221,"14,307,509,839"
2006,Albania,0,"8,992,642,349"
2006,Antigua and Barbuda,0,"1,157,005,444"
2006,Argentina,3108,"232,557,260,817"
2006,Armenia,78,"6,384,451,606"
2006,Aruba,9,"2,421,474,860"
2006,Australia,2117,"745,521,862,833"
2006,Austria,1297,"335,998,557,270"
2006,Bahamas,2,"10,167,250,000"
2006,Bahrain,28,"18,505,053,191"
2006,Barbados,9,"4,246,600,000"
2006,Belgium,1935,"409,813,197,842"
2006,Belize,11,"1,217,467,600"
2006,Brazil,8618,"1,107,640,297,890"
2006,Bulgaria,977,"34,130,122,491"
2006,Canada,3512,"1,315,415,197,461"
2006,Chile,1795,"154,788,024,806"
2006,Colombia,2177,"162,590,146,096"
2006,Costa Rica,350,"22,600,431,878"
2006,Croatia,796,"50,453,577,898"
2006,Cuba,1376,"52,742,800,000"
2006,Cyprus,19,"20,403,713,461"
2006,Czech Republic,1400,"155,463,807,113"
2006,Denmark,650,"282,884,912,894"
2006,Ecuador,900,"46,802,044,000"
2006,El Salvador,411,"15,999,886,400"
2006,Estonia,247,"16,963,625,016"
2006,Fiji,24,"3,102,741,451"
2006,Finland,1062,"216,552,502,823"
2006,France,10423,"2,318,593,651,988"
2006,Georgia,72,"7,745,406,201"
2006,Germany,9775,"3,002,446,368,084"
2006,Greece,394,"273,317,737,047"
2006,Grenada,1,"698,700,667"
2006,Guatemala,298,"30,231,249,362"
2006,Guyana,201,"1,458,449,453"
2006,Hungary,2461,"115,295,199,392"
2006,Iceland,32,"17,048,647,568"
2006,Ireland,452,"232,085,535,065"
2006,Israel,367,"153,966,916,311"
2006,Italy,3700,"1,942,633,797,516"
2006,Jamaica,0,"11,905,525,197"
2006,Japan,29769,"4,530,377,224,970"
2006,Kazakhstan,4076,"81,003,884,545"
2006,Kuwait,45,"101,550,654,721"
2006,Kyrgyzstan,463,"2,834,168,889"
2006,Latvia,487,"21,447,021,570"
2006,Lithuania,1049,"30,216,060,233"
2006,Luxembourg,65,"42,414,308,117"
2006,Malta,26,"6,757,119,558"
2006,Mauritius,118,"7,028,803,366"
2006,Mexico,4230,"975,387,131,716"
2006,Montenegro,0,"2,721,904,403"
2006,Netherlands,1525,"726,649,102,998"
2006,New Zealand,527,"111,608,845,081"
2006,Norway,532,"345,424,664,369"
2006,Panama,185,"18,141,666,300"
2006,Paraguay,251,"10,646,157,920"
2006,Philippines,1788,"122,210,716,310"
2006,Poland,5805,"344,748,646,558"
2006,Puerto Rico,265,"87,276,164,400"
2006,Qatar,29,"60,882,142,857"
2006,Republic of Korea,10653,"1,011,797,457,139"
2006,Romania,2721,"123,533,036,668"
2006,Russian Federation,42614,"989,930,542,279"
2006,Saint Lucia,2,"1,134,193,630"
2006,Saint Vincent and Grenadines,6,"610,930,037"
2006,Serbia,1443,"30,607,991,862"
2006,Seychelles,8,"1,016,418,229"
2006,Singapore,372,"147,797,218,201"
2006,Slovakia,0,"70,596,729,394"
2006,Slovenia,529,"39,587,732,029"
2006,South Africa,514,"271,811,088,781"
2006,Spain,3247,"1,264,551,499,185"
2006,Sri Lanka,4015,"28,267,410,543"
2006,Suriname,112,"2,626,380,435"
2006,Sweden,1197,"420,032,121,656"
2006,Switzerland,1309,"430,921,192,375"
2006,Thailand,3608,"221,758,486,880"
2006,Trinidad and Tobago,141,"18,369,070,085"
2006,Turkmenistan,506,"10,277,598,152"
2006,Ukraine,10013,"107,753,069,307"
2006,United Arab Emirates,90,"222,116,541,865"
2006,United Kingdom,4122,"2,692,612,695,492"
2006,United States,33292,"13,855,888,000,000"
2006,Uruguay,528,"19,579,457,966"
2007,Albania,124,"10,701,011,897"
2007,Antigua and Barbuda,1,"1,311,401,333"
2007,Argentina,2946,"287,530,508,431"
2007,Armenia,71,"9,206,301,700"
2007,Aruba,8,"2,623,726,257"
2007,Australia,2229,"851,962,785,585"
2007,Austria,1285,"388,691,445,387"
2007,Azerbaijan,55,"33,050,343,783"
2007,Bahamas,5,"10,618,340,000"
2007,Bahrain,40,"21,730,000,000"
2007,Barbados,0,"4,523,750,000"
2007,Belarus,2659,"45,277,399,814"
2007,Belgium,1857,"471,821,105,940"
2007,Belize,8,"1,290,573,400"
2007,Brazil,8855,"1,397,084,345,950"
2007,Bulgaria,902,"44,411,476,557"
2007,Canada,3611,"1,464,977,190,206"
2007,Chile,1848,"173,605,968,179"
2007,Colombia,2181,"207,416,494,642"
2007,Costa Rica,270,"26,743,874,206"
2007,Croatia,775,"60,093,222,709"
2007,Cuba,1307,"58,603,900,000"
2007,Cyprus,19,"24,077,470,572"
2007,Czech Republic,1379,"189,227,050,760"
2007,Denmark,581,"319,423,370,134"
2007,Ecuador,1005,"51,007,777,000"
2007,El Salvador,501,"17,011,750,900"
2007,Estonia,251,"22,237,061,730"
2007,Fiji,13,"3,405,050,612"
2007,Finland,995,"255,384,615,385"
2007,France,10127,"2,657,213,249,384"
2007,Georgia,104,"10,172,869,680"
2007,Germany,9409,"3,439,953,462,907"
2007,Greece,328,"318,497,936,901"
2007,Grenada,3,"758,683,593"
2007,Guatemala,327,"34,113,107,086"
2007,Guyana,185,"1,740,334,782"
2007,Hungary,2450,"139,850,794,387"
2007,Iceland,37,"21,319,946,740"
2007,Ireland,458,"269,917,519,847"
2007,Israel,326,"178,706,717,753"
2007,Italy,3757,"2,203,053,380,783"
2007,Japan,30665,"4,515,264,514,431"
2007,Kazakhstan,4141,"104,849,886,826"
2007,Kuwait,51,"114,641,097,818"
2007,Kyrgyzstan,482,"3,802,566,171"
2007,Latvia,453,"30,901,399,261"
2007,Lithuania,1025,"39,738,180,077"
2007,Luxembourg,78,"50,888,134,410"
2007,Maldives,5,"1,868,383,461"
2007,Malta,26,"7,880,509,171"
2007,Mauritius,127,"8,150,138,757"
2007,Mexico,4285,"1,052,696,282,279"
2007,Montenegro,121,"3,680,710,375"
2007,Netherlands,1354,"839,419,655,078"
2007,New Zealand,494,"137,316,087,308"
2007,Norway,485,"401,082,621,083"
2007,Panama,171,"21,295,984,200"
2007,Paraguay,227,"13,794,910,634"
2007,Philippines,1698,"149,359,918,060"
2007,Poland,5284,"429,063,549,984"
2007,Portugal,1020,"240,169,336,162"
2007,Puerto Rico,271,"89,524,131,600"
2007,Qatar,41,"79,712,087,912"
2007,Republic of Korea,12174,"1,122,679,154,632"
2007,Romania,2430,"175,933,642,292"
2007,Russian Federation,41149,"1,299,705,247,686"
2007,Saint Vincent and Grenadines,11,"651,833,333"
2007,Serbia,1353,"40,289,556,656"
2007,Seychelles,6,"1,033,561,654"
2007,Singapore,328,"179,981,288,567"
2007,Slovakia,0,"86,304,245,825"
2007,Slovenia,434,"48,114,688,201"
2007,South Africa,417,"299,033,511,000"
2007,Spain,3264,"1,479,341,637,011"
2007,Suriname,119,"2,936,612,022"
2007,Sweden,1126,"487,816,328,342"
2007,Switzerland,1360,"479,913,034,322"
2007,Thailand,3754,"262,942,650,544"
2007,Trinidad and Tobago,131,"21,642,304,046"
2007,Turkmenistan,354,"12,664,165,103"
2007,Ukraine,10032,"142,719,009,901"
2007,United Arab Emirates,101,"257,916,133,424"
2007,United Kingdom,3897,"3,074,359,743,898"
2007,United States,34596,"14,477,635,000,000"
2007,Uruguay,576,"23,410,572,634"
2008,Albania,160,"12,881,352,688"
2008,Antigua and Barbuda,0,"1,368,431,037"
2008,Argentina,3059,"361,558,037,110"
2008,Armenia,63,"11,662,040,714"
2008,Aruba,4,"2,791,960,894"
2008,Australia,2341,"1,052,584,601,611"
2008,Austria,1267,"430,294,287,388"
2008,Bahamas,4,"10,526,000,000"
2008,Bahrain,43,"25,710,877,660"
2008,Barbados,1,"4,607,300,000"
2008,Belarus,2658,"60,763,483,146"
2008,Belgium,1999,"518,625,897,173"
2008,Belize,11,"1,368,625,150"
2008,Brazil,9184,"1,695,824,571,927"
2008,Bulgaria,939,"54,409,138,498"
2008,Canada,3705,"1,549,131,208,997"
2008,Chile,2088,"179,638,496,279"
2008,Colombia,2220,"243,982,437,871"
2008,Costa Rica,261,"30,612,932,876"
2008,Croatia,793,"70,481,451,449"
2008,Cuba,1377,"60,806,300,000"
2008,Cyprus,41,"27,839,460,964"
2008,Czech Republic,1379,"235,718,586,901"
2008,Denmark,603,"353,361,056,080"
2008,Ecuador,928,"61,762,635,000"
2008,El Salvador,490,"17,986,886,200"
2008,Estonia,242,"24,194,039,256"
2008,Fiji,37,"3,523,185,920"
2008,Finland,1033,"283,742,493,042"
2008,France,10353,"2,918,382,891,460"
2008,Germany,9459,"3,752,365,607,148"
2008,Greece,373,"354,460,802,549"
2008,Grenada,0,"825,977,889"
2008,Guatemala,492,"39,136,893,345"
2008,Guyana,168,"1,922,598,121"
2008,Hungary,2476,"157,998,423,132"
2008,Iceland,38,"17,658,408,759"
2008,Ireland,506,"275,020,023,436"
2008,Israel,354,"215,840,354,627"
2008,Italy,3904,"2,390,729,163,615"
2008,Japan,30073,"5,037,908,465,114"
2008,Kazakhstan,3997,"133,441,612,247"
2008,Kuwait,47,"147,395,833,333"
2008,Kyrgyzstan,473,"5,139,957,785"
2008,Latvia,527,"35,596,016,664"
2008,Lithuania,1111,"47,850,551,149"
2008,Luxembourg,43,"55,849,686,539"
2008,Maldives,0,"2,271,646,188"
2008,Malta,14,"8,977,149,553"
2008,Mauritius,84,"9,990,370,016"
2008,Mexico,4642,"1,109,989,038,339"
2008,Montenegro,126,"4,545,674,528"
2008,Netherlands,1439,"936,228,211,513"
2008,New Zealand,520,"133,279,679,483"
2008,Norway,505,"462,554,432,624"
2008,Panama,186,"25,155,888,600"
2008,Paraguay,222,"18,504,130,753"
2008,Philippines,1820,"174,195,136,253"
2008,Poland,5682,"533,815,789,474"
2008,Portugal,1038,"262,007,590,450"
2008,Puerto Rico,300,"93,639,316,000"
2008,Qatar,33,"115,270,054,945"
2008,Republic of Korea,12858,"1,002,219,052,968"
2008,Romania,2472,"213,605,065,703"
2008,Russian Federation,38211,"1,660,844,408,500"
2008,Saint Lucia,0,"1,282,215,407"
2008,Saint Vincent and Grenadines,4,"695,428,852"
2008,Serbia,1289,"49,259,526,053"
2008,Seychelles,4,"967,199,594"
2008,Singapore,319,"192,225,881,688"
2008,Slovakia,591,"100,324,627,215"
2008,Slovenia,408,"55,589,849,128"
2008,South Africa,441,"287,099,991,517"
2008,Spain,3457,"1,635,015,380,108"
2008,Suriname,147,"3,532,969,035"
2008,Sweden,1170,"513,965,650,650"
2008,Switzerland,1314,"554,363,487,120"
2008,Thailand,3778,"291,383,081,232"
2008,Trinidad and Tobago,199,"27,870,257,894"
2008,Turkmenistan,484,"19,271,523,179"
2008,Ukraine,9454,"179,992,405,832"
2008,United Arab Emirates,100,"315,474,615,739"
2008,United Kingdom,4259,"2,890,564,338,235"
2008,United States,36030,"14,718,582,000,000"
2008,Uruguay,523,"30,366,213,119"
2009,Albania,0,"12,044,212,904"
2009,Antigua and Barbuda,0,"1,224,253,000"
2009,Argentina,2884,"332,976,484,578"
2009,Armenia,53,"8,647,936,748"
2009,Aruba,4,"2,498,932,961"
2009,Australia,2337,"926,448,240,318"
2009,Austria,1278,"400,172,297,861"
2009,Bahamas,6,"9,981,960,000"
2009,Bahrain,36,"22,938,218,085"
2009,Barbados,5,"4,434,050,000"
2009,Belarus,2743,"49,209,523,810"
2009,Belgium,2013,"484,552,792,442"
2009,Belize,15,"1,336,957,250"
2009,Brazil,9346,"1,667,019,780,934"
2009,Bulgaria,868,"51,884,481,410"
2009,Canada,3890,"1,371,153,004,986"
2009,Chile,2148,"172,389,498,445"
2009,Colombia,2249,"233,821,670,544"
2009,Costa Rica,278,"30,562,361,123"
2009,Croatia,790,"62,703,143,057"
2009,Cuba,1477,"62,080,000,000"
2009,Cyprus,32,"25,942,622,951"
2009,Czech Republic,1464,"206,179,982,164"
2009,Denmark,622,"321,241,396,034"
2009,Ecuador,964,"62,519,686,000"
2009,El Salvador,506,"17,601,616,000"
2009,Estonia,269,"19,652,492,637"
2009,Fiji,26,"2,870,624,636"
2009,Finland,1034,"251,499,027,508"
2009,France,10499,"2,690,222,283,968"
2009,Georgia,188,"10,766,809,099"
2009,Germany,9579,"3,418,005,001,389"
2009,Greece,391,"330,000,252,153"
2009,Grenada,0,"771,278,111"
2009,Guatemala,511,"37,733,994,976"
2009,Guyana,156,"2,061,323,854"
2009,Hungary,2460,"130,593,960,612"
2009,Iceland,36,"12,944,114,736"
2009,Ireland,527,"236,311,336,482"
2009,Israel,404,"207,419,370,241"
2009,Italy,3974,"2,185,160,183,384"
2009,Jamaica,36,"12,038,829,246"
2009,Japan,30523,"5,231,382,674,594"
2009,Kazakhstan,3838,"115,308,661,143"
2009,Kuwait,61,"105,899,930,507"
2009,Kyrgyzstan,458,"4,690,062,255"
2009,Latvia,516,"26,169,854,045"
2009,Lithuania,1138,"37,440,673,478"
2009,Luxembourg,48,"51,370,543,206"
2009,Malta,36,"8,528,202,278"
2009,Mauritius,115,"9,128,843,109"
2009,Mexico,5023,"900,045,362,045"
2009,Montenegro,107,"4,159,330,370"
2009,Netherlands,1530,"857,932,759,100"
2009,New Zealand,512,"121,338,622,025"
2009,Norway,573,"386,622,457,580"
2009,Oman,13,"48,388,296,489"
2009,Panama,177,"27,116,635,600"
2009,Paraguay,283,"15,929,902,138"
2009,Philippines,2074,"168,334,601,260"
2009,Poland,6477,"439,796,160,379"
2009,Portugal,1025,"243,745,748,819"
2009,Puerto Rico,330,"96,385,638,000"
2009,Qatar,44,"97,798,351,648"
2009,Republic of Korea,15402,"901,934,953,365"
2009,Romania,2586,"172,611,845,342"
2009,Russian Federation,37408,"1,222,643,696,992"
2009,Saint Lucia,13,"1,262,973,407"
2009,Saint Vincent and Grenadines,1,"674,922,481"
2009,Serbia,1373,"42,616,653,300"
2009,Seychelles,4,"847,397,850"
2009,Singapore,349,"192,408,387,762"
2009,Slovakia,601,"88,945,625,174"
2009,Slovenia,447,"50,244,793,832"
2009,South Africa,372,"297,216,730,669"
2009,Spain,3429,"1,499,099,749,931"
2009,Suriname,131,"3,875,409,836"
2009,Sweden,1242,"429,657,033,108"
2009,Switzerland,1105,"541,506,500,414"
2009,Thailand,3787,"281,710,095,725"
2009,Trinidad and Tobago,128,"19,175,196,446"
2009,Turkey,1050,"644,639,902,581"
2009,Turkmenistan,165,"20,214,385,965"
2009,Ukraine,9715,"117,227,769,792"
2009,United Arab Emirates,124,"253,547,358,747"
2009,United Kingdom,4246,"2,382,825,985,356"
2009,United States,36900,"14,418,739,000,000"
2009,Uruguay,511,"31,660,911,277"
2009,Uzbekistan,1399,"33,689,223,673"
2010,Albania,96,"11,926,953,259"
2010,Argentina,2943,"423,627,422,092"
2010,Armenia,73,"9,260,284,938"
2010,Aruba,7,"2,467,703,911"
2010,Australia,2420,"1,144,260,547,873"
2010,Austria,1264,"391,892,746,545"
2010,Bahamas,10,"10,095,760,000"
2010,Bahrain,19,"25,713,271,277"
2010,Barbados,3,"4,461,650,000"
2010,Belarus,2459,"57,222,490,769"
2010,Belgium,2013,"483,548,031,197"
2010,Belize,15,"1,397,113,450"
2010,Brazil,9429,"2,208,871,646,203"
2010,Bulgaria,859,"50,610,058,210"
2010,Canada,3951,"1,613,464,422,811"
2010,Chile,2001,"218,537,551,220"
2010,Colombia,2107,"287,018,184,638"
2010,Costa Rica,311,"37,268,635,287"
2010,Croatia,776,"59,829,574,391"
2010,Cuba,1558,"64,328,000,000"
2010,Cyprus,38,"25,562,251,656"
2010,Czech Republic,1502,"207,477,857,919"
2010,Denmark,563,"321,995,350,347"
2010,Ecuador,912,"69,555,367,000"
2010,El Salvador,399,"18,447,922,400"
2010,Estonia,223,"19,490,936,349"
2010,Finland,954,"247,799,815,768"
2010,France,10379,"2,642,609,548,930"
2010,Georgia,112,"11,638,536,834"
2010,Germany,10030,"3,417,094,562,649"
2010,Greece,377,"299,361,576,558"
2010,Grenada,0,"771,015,889"
2010,Guatemala,352,"41,338,595,381"
2010,Guyana,205,"2,273,225,042"
2010,Hungary,2489,"130,922,638,689"
2010,Iceland,46,"13,310,567,803"
2010,Ireland,486,"221,951,354,762"
2010,Israel,480,"233,609,522,091"
2010,Italy,3989,"2,125,058,244,243"
2010,Jamaica,3,"13,191,645,686"
2010,Japan,29411,"5,700,098,114,744"
2010,Kazakhstan,3609,"148,047,348,241"
2010,Kuwait,39,"115,419,050,942"
2010,Kyrgyzstan,500,"4,794,357,795"
2010,Latvia,438,"23,757,368,290"
2010,Lithuania,1018,"37,120,517,694"
2010,Luxembourg,54,"53,212,476,812"
2010,Maldives,1,"2,588,176,055"
2010,Malta,31,"8,741,059,603"
2010,Mauritius,98,"10,003,670,690"
2010,Mexico,4858,"1,057,801,282,051"
2010,Netherlands,1604,"836,389,937,229"
2010,New Zealand,536,"146,583,831,538"
2010,Nicaragua,351,"8,758,622,329"
2010,Norway,548,"429,130,952,709"
2010,Oman,13,"58,642,392,718"
2010,Panama,151,"29,440,287,600"
2010,Paraguay,223,"20,030,528,043"
2010,Philippines,2116,"199,590,775,189"
2010,Poland,6357,"479,321,460,551"
2010,Portugal,1099,"238,303,443,425"
2010,Puerto Rico,286,"98,381,268,000"
2010,Qatar,47,"125,122,306,346"
2010,Republic of Korea,15558,"1,094,499,338,703"
2010,Romania,2766,"166,658,327,827"
2010,Russian Federation,33356,"1,524,916,112,079"
2010,Saint Lucia,4,"1,381,968,259"
2010,Saint Vincent and Grenadines,5,"681,225,963"
2010,Serbia,1207,"39,460,357,731"
2010,Seychelles,6,"969,936,525"
2010,Singapore,296,"236,421,782,178"
2010,Slovakia,631,"89,501,012,916"
2010,Slovenia,414,"48,013,606,745"
2010,South Africa,393,"375,298,134,440"
2010,Spain,3158,"1,431,616,749,640"
2010,Suriname,136,"4,368,398,048"
2010,Sweden,1141,"488,377,689,565"
2010,Switzerland,1006,"583,782,977,866"
2010,Thailand,3761,"341,105,009,515"
2010,Trinidad and Tobago,160,"22,157,948,396"
2010,Turkey,1524,"771,901,768,698"
2010,Turkmenistan,178,"22,583,157,895"
2010,Ukraine,9089,"136,013,155,905"
2010,United Arab Emirates,111,"289,787,338,325"
2010,United Kingdom,4188,"2,441,173,394,730"
2010,United States,38362,"14,964,372,000,000"
2010,Uruguay,547,"40,284,481,652"
2010,Uzbekistan,1464,"39,332,770,929"
2011,Argentina,2912,"530,163,281,575"
2011,Armenia,67,"10,142,111,334"
2011,Aruba,9,"2,584,463,687"
2011,Australia,2392,"1,394,280,784,778"
2011,Austria,1288,"431,120,310,089"
2011,Bahamas,4,"10,070,450,000"
2011,Bahrain,18,"28,776,595,745"
2011,Barbados,0,"4,660,900,000"
2011,Belarus,2172,"61,757,788,945"
2011,Belgium,2088,"527,008,453,887"
2011,Belize,33,"1,487,005,600"
2011,Bosnia and Herzegovina,5,"18,644,723,861"
2011,Brazil,9822,"2,616,201,578,192"
2011,Bulgaria,763,"57,418,414,504"
2011,Cabo Verde,42,"1,864,824,081"
2011,Canada,3728,"1,788,647,906,048"
2011,Chile,2027,"252,251,992,029"
2011,Colombia,2044,"335,415,156,702"
2011,Costa Rica,316,"42,262,697,840"
2011,Croatia,702,"62,375,044,443"
2011,Cuba,1529,"68,990,000,000"
2011,Cyprus,30,"27,427,161,523"
2011,Czech Republic,1590,"227,948,349,666"
2011,Denmark,589,"344,003,209,696"
2011,Ecuador,918,"79,276,664,000"
2011,El Salvador,485,"20,283,783,700"
2011,Estonia,218,"23,170,239,901"
2011,Fiji,38,"3,774,530,616"
2011,Finland,912,"273,674,236,773"
2011,France,10408,"2,861,408,170,265"
2011,Georgia,99,"14,434,619,982"
2011,Germany,10153,"3,757,698,281,118"
2011,Greece,477,"287,797,822,093"
2011,Grenada,1,"778,648,667"
2011,Guatemala,359,"47,654,841,113"
2011,Guyana,192,"2,576,024,116"
2011,Hungary,2420,"140,782,064,609"
2011,Iceland,27,"14,732,689,535"
2011,Ireland,554,"239,018,536,582"
2011,Israel,409,"261,628,548,084"
2011,Italy,4153,"2,276,292,404,601"
2011,Jamaica,50,"14,439,910,353"
2011,Japan,28766,"6,157,459,594,824"
2011,Kazakhstan,3401,"192,626,507,972"
2011,Kuwait,41,"154,027,536,232"
2011,Kyrgyzstan,471,"6,197,766,119"
2011,Latvia,440,"28,223,552,825"
2011,Lithuania,1018,"43,476,873,413"
2011,Luxembourg,55,"60,004,630,234"
2011,Maldives,2,"2,774,351,760"
2011,Malta,20,"9,507,645,260"
2011,Mauritius,118,"11,518,393,367"
2011,Mexico,5558,"1,180,489,563,964"
2011,Netherlands,1650,"893,757,287,202"
2011,New Zealand,493,"168,461,998,741"
2011,Nicaragua,369,"9,774,316,692"
2011,Norway,598,"498,831,558,926"
2011,Panama,144,"34,686,224,300"
2011,Paraguay,298,"25,099,681,461"
2011,Philippines,2449,"224,143,083,707"
2011,Poland,6113,"528,832,185,770"
2011,Portugal,1017,"244,895,101,712"
2011,Puerto Rico,258,"100,351,670,000"
2011,Qatar,50,"167,775,274,725"
2011,Republic of Korea,15906,"1,202,463,682,634"
2011,Romania,2536,"184,367,381,749"
2011,Russian Federation,31038,"2,051,661,732,060"
2011,Saint Lucia,8,"1,437,684,815"
2011,Saint Vincent and Grenadines,5,"676,129,407"
